,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_model__dropout_rate,param_model__init_mode,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,9.060493230819702,0.011937856674194336,1.1798781156539917,0.026703715324401855,32,10,0.2,glorot_uniform,"{'batch_size': 32, 'epochs': 10, 'model__dropout_rate': 0.2, 'model__init_mode': 'glorot_uniform'}",0.8805282635231131,0.7472071073661785,0.8138676854446458,0.06666057807846731,1
